Partita,Risultato,Numero_maglia,Nome,Gol,Assist,Contrasti,Uno contro uno,Uno contro uno riusciti,Minuti giocati,Posizione,Valutazione,Squadra,Match_winner,Tiri in porta,Tiri fuori,Tiri bloccati,Dribbling tentati,Dribbling tentati riusciti,Salvataggi,Intercetti,Dribbling_subiti,Passaggi effettuati,Precisione_passaggi,Passaggi chiave,Cross,Cross prec.,Palle lunghe,Palle lunghe riusciti,Palle_perse,Falli subiti,Falli,Respinte,Uscite,Vincenti,Duelli di testa vinti,Parate da dentro l'area,Salvataggio sulla linea di porta,Rigori parati,Grossa occasione da rete creata,Autogol,Errore che ha portato al tiro,Falli da rigore commessi,Errori che hanno portato al gol,Rigori sbagliati,Fallo su ultimo uomo,Pali e traverse,Grande occasione da rete mancata,Rigori conquistati 
Watford - Middlesbrough,0-0,1,Heurelho Gomes,0,0,0,0,0,66',G,6.6,Watford,Pareggio,0,0,0,0,0,1,0,0,12,0.70,0,0,0,13,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Middlesbrough,0-0,34,Adam Forshaw,0,0,1,12,0.33,90',M,6.5,Middlesbrough,Pareggio,0,0,0,1,0.0,0,0,1,35,0.87,1,1,1.0,4,0.75,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Middlesbrough,0-0,30,Costel Pantilimon,0,0,0,0,0,24',G,6.5,Watford,Pareggio,0,0,0,0,0,0,0,0,3,0.50,0,0,0,5,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Middlesbrough,0-0,25,José Holebas,0,0,1,9,0.33,89',M,6.5,Watford,Pareggio,0,0,0,2,0.5,2,1,0,27,0.73,0,4,0.0,3,0.33,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watford - Middlesbrough,0-0,18,Camilo Zúñiga,0,0,0,1,1.0,1',D,–,Watford,Pareggio,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,9,Abel Hernández,2,0,1,9,0.56,83',F,8.3,Hull City,Hull City ,3,1,0,0,0,1,0,1,14,0.77,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,6,Curtis Davies,0,0,0,11,0.82,90',D,7.6,Hull City,Hull City ,0,2,1,0,0,9,4,0,22,0.64,0,0,0,4,0.75,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,10,Robert Snodgrass,0,1,0,10,0.5,76',F,7.6,Hull City,Hull City ,0,2,0,1,1.0,0,0,1,28,0.77,5,12,0.33,4,1.0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,8,Tom Huddlestone,0,0,1,3,0.67,90',M,7.5,Hull City,Hull City ,0,1,0,0,0,4,5,1,33,0.86,1,2,0.0,9,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,3,Andrew Robertson,0,1,0,4,0.25,90',M,7.3,Hull City,Hull City ,0,0,0,1,1.0,1,1,0,36,0.85,1,4,0.25,8,0.75,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,25,Ryan Mason,0,0,1,9,0.56,86',M,7.2,Hull City,Hull City ,0,1,0,1,1.0,0,3,2,33,0.89,1,1,0.0,8,0.62,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,8,Harry Arter,0,0,2,9,0.56,90',M,7.1,Bournemouth,Hull City ,1,1,1,2,0.5,0,2,3,60,0.85,1,1,0.0,6,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,16,Eldin Jakupović,0,0,0,0,0,90',G,7.1,Hull City,Hull City ,0,0,0,0,0,5,0,0,10,0.41,0,0,0,22,0.36,0,0,0,0,1,1.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,21,Michael Dawson,0,0,1,4,0.5,90',D,7.1,Hull City,Hull City ,0,0,0,0,0,3,7,1,31,0.86,0,0,0,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,24,Ryan Fraser,0,0,0,5,0.6,55',M,7.0,Bournemouth,Hull City ,0,0,1,3,0.67,0,0,0,24,0.85,1,3,0.0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hull City - Bournemouth,3-1,32,Jack Wilshere,0,0,0,11,0.64,90',M,6.9,Bournemouth,Hull City ,2,0,0,7,0.71,0,1,1,41,0.77,0,1,0.0,5,0.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,6,Andrew Surman,0,0,1,4,0.75,90',M,6.9,Bournemouth,Hull City ,0,0,0,1,1.0,3,1,0,72,0.82,1,0,0,12,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,19,Junior Stanislas,1,0,0,2,0.0,69',M,6.7,Bournemouth,Hull City ,1,0,0,0,0,1,0,0,20,0.76,1,2,0.0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,40,Evandro,0,0,2,4,0.5,14',M,6.7,Hull City,Hull City ,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,7,Marc Pugh,0,0,1,8,0.62,21',M,6.7,Bournemouth,Hull City ,0,0,0,5,0.6,0,0,0,7,0.77,1,6,0.17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,24,Oumar Niasse,0,0,0,2,0.5,7',F,6.6,Hull City,Hull City ,0,0,0,1,1.0,0,0,0,2,0.66,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,17,Joshua King,0,0,0,10,0.3,35',F,6.6,Bournemouth,Hull City ,0,0,0,2,1.0,0,0,0,12,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,14,Jake Livermore,0,0,0,0,0,4',M,6.6,Hull City,Hull City ,0,0,0,0,0,0,0,0,2,0.66,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,13,Callum Wilson,0,0,0,0,0,35',F,6.5,Bournemouth,Hull City ,0,0,0,0,0,0,1,0,4,0.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,15,Adam Smith,0,0,3,15,0.6,90',D,6.5,Bournemouth,Hull City ,0,0,0,0,0,5,2,0,37,0.84,0,1,0.0,2,0.0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,5,Harry Maguire,0,0,2,11,0.45,90',D,6.4,Hull City,Hull City ,0,1,0,1,1.0,5,5,3,28,0.68,1,2,0.0,13,0.62,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hull City - Bournemouth,3-1,26,Tyrone Mings,0,0,0,7,0.29,90',D,6.3,Bournemouth,Hull City ,0,0,0,0,0,5,1,0,60,0.83,1,0,0,7,0.57,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,11,Sam Clucas,0,0,0,11,0.45,90',M,6.3,Hull City,Hull City ,0,1,0,0,0,2,0,0,22,0.81,0,0,0,1,1.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,9,Benik Afobe,0,0,0,3,0.0,55',F,6.2,Bournemouth,Hull City ,2,0,0,0,0,2,1,0,9,0.81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hull City - Bournemouth,3-1,20,Adama Diomandé,0,0,5,18,0.33,90',M,6.2,Hull City,Hull City ,0,0,0,1,1.0,0,1,7,13,0.81,2,4,0.25,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,3,Steve Cook,0,0,0,13,0.46,90',D,6.1,Bournemouth,Hull City ,0,0,0,0,0,9,3,2,50,0.87,0,1,0.0,4,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,11,Charlie Daniels,0,0,1,8,0.5,90',D,6.1,Bournemouth,Hull City ,0,0,0,2,1.0,1,2,0,57,0.81,0,4,0.25,4,0.25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Bournemouth,3-1,1,Artur Boruc,0,0,0,1,1.0,90',G,6.0,Bournemouth,Hull City ,0,0,0,0,0,1,0,0,16,0.57,0,0,0,17,0.29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,17,Sam Clucas,2,0,1,5,0.2,89',M,8.1,Swansea City,Swansea City ,2,1,0,1,0.0,0,3,1,14,0.82,0,4,0.0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,11,Mesut Özil,0,1,1,4,0.75,90',F,8.1,Arsenal,Swansea City ,1,0,0,1,1.0,0,0,0,115,0.94,2,3,0.67,4,1.0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,18,Jordan Ayew,1,0,1,18,0.39,88',F,7.5,Swansea City,Swansea City ,1,1,1,4,0.75,0,0,1,23,0.85,0,0,0,2,1.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,6,Alfie Mawson,0,1,1,1,1.0,90',D,7.4,Swansea City,Swansea City ,0,0,0,0,0,6,1,0,20,0.74,1,0,0,7,0.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Swansea City - Arsenal,3-1,18,Nacho Monreal,1,0,3,10,0.5,90',D,7.2,Arsenal,Swansea City ,1,0,0,0,0,2,1,2,77,0.95,0,6,0.33,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,20,Shkodran Mustafi,0,0,5,17,0.76,90',D,7.1,Arsenal,Swansea City ,0,0,2,1,1.0,3,1,1,109,0.95,0,0,0,5,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,17,Alex Iwobi,0,0,0,5,0.4,76',F,7.0,Arsenal,Swansea City ,1,1,0,3,0.67,0,0,0,37,0.80,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,4,Sung-Yueng Ki,0,0,1,2,1.0,90',M,7.0,Swansea City,Swansea City ,0,1,0,0,0,1,2,0,31,0.91,0,2,0.0,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,26,Kyle Naughton,0,0,2,8,0.88,90',D,7.0,Swansea City,Swansea City ,0,0,0,1,0.0,3,1,0,34,0.81,1,2,0.5,3,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,1,Łukasz Fabiański,0,0,0,0,0,90',G,7.0,Swansea City,Swansea City ,0,0,0,0,0,3,0,0,14,0.45,0,0,0,28,0.39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,8,Leroy Fer,0,0,2,12,0.42,90',M,6.9,Swansea City,Swansea City ,1,0,0,4,0.5,4,1,0,21,0.77,2,0,0,5,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,35,Mohamed Elneny,0,0,0,1,0.0,60',M,6.8,Arsenal,Swansea City ,0,0,0,0,0,1,1,0,89,1,1,1,0.0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,5,Mike Van der Hoorn,0,0,1,6,0.83,90',D,6.8,Swansea City,Swansea City ,0,0,0,0,0,5,2,1,19,0.70,0,0,0,4,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,6,Laurent Koscielny,0,0,1,5,1.0,90',D,6.8,Arsenal,Swansea City ,0,1,0,0,0,4,1,0,96,0.93,0,0,0,3,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,9,Alexandre Lacazette,0,0,0,3,0.0,90',F,6.8,Arsenal,Swansea City ,0,0,1,0,0,0,0,0,21,0.77,3,1,1.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,33,Federico Fernández,0,0,1,2,1.0,90',D,6.8,Swansea City,Swansea City ,0,0,0,0,0,3,2,0,19,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,14,Tom Carroll,0,0,0,1,1.0,7',M,6.7,Swansea City,Swansea City ,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,12,Nathan Dyer,0,0,1,8,0.25,83',M,6.5,Swansea City,Swansea City ,0,1,0,1,1.0,0,0,2,16,0.64,1,2,0.5,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Swansea City - Arsenal,3-1,12,Olivier Giroud,0,0,0,1,0.0,14',F,6.4,Arsenal,Swansea City ,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,7,Henrikh Mkhitaryan,0,0,0,3,0.33,30',M,6.4,Arsenal,Swansea City ,1,0,0,1,1.0,1,1,0,27,0.84,0,3,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Swansea City - Arsenal,3-1,16,Martin Olsson,0,0,2,5,0.6,90',D,6.4,Swansea City,Swansea City ,0,0,0,0,0,2,1,0,10,0.43,0,2,0.0,7,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,24,Héctor Bellerín,0,0,1,8,0.38,90',D,6.2,Arsenal,Swansea City ,0,0,0,2,0.0,1,0,0,65,0.87,0,4,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,29,Granit Xhaka,0,0,0,3,0.0,90',M,6.2,Arsenal,Swansea City ,0,1,0,0,0,2,2,1,110,0.94,0,3,0.0,5,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Swansea City - Arsenal,3-1,8,Aaron Ramsey,0,0,0,10,0.2,90',M,6.1,Arsenal,Swansea City ,0,1,1,1,0.0,0,1,2,60,0.88,0,0,0,2,0.5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,33,Petr Čech,0,0,0,0,0,90',G,5.6,Arsenal,Swansea City ,0,0,0,0,0,1,0,0,14,0.82,0,0,0,5,0.4,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Swansea City - Arsenal,3-1,2,Wilfried Bony,0,0,0,2,0.0,2',F,–,Swansea City,Swansea City ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea City - Arsenal,3-1,15,Wayne Routledge,0,0,0,0,0,1',M,–,Swansea City,Swansea City ,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,23,Christian Eriksen,0,0,2,9,0.78,90',M,8.0,Tottenham Hotspur,West Bromwich Albion ,1,1,0,2,1.0,2,0,0,74,0.88,4,8,0.25,5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,26,Ahmed Hegazy,0,0,2,7,0.71,90',D,7.9,West Bromwich Albion,West Bromwich Albion ,0,2,2,1,1.0,11,1,0,12,0.60,0,2,0.0,8,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,2,Kieran Trippier,0,0,1,5,0.6,90',M,7.8,Tottenham Hotspur,West Bromwich Albion ,0,0,0,0,0,3,0,0,63,0.85,3,6,0.0,10,0.6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,25,Craig Dawson,0,0,2,10,0.7,90',D,7.7,West Bromwich Albion,West Bromwich Albion ,0,1,1,0,0,16,0,0,17,0.73,1,0,0,8,0.62,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West Bromwich Albion - Tottenham Hotspur,1-0,1,Ben Foster,0,0,0,0,0,90',G,7.7,West Bromwich Albion,West Bromwich Albion ,0,0,0,0,0,5,0,0,7,0.29,0,0,0,24,0.29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,2,Allan Nyom,0,0,4,8,0.62,90',D,7.4,West Bromwich Albion,West Bromwich Albion ,0,0,1,0,0,4,1,0,17,0.70,0,0,0,7,0.43,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,3,Danny Rose,0,0,2,14,0.43,90',M,7.4,Tottenham Hotspur,West Bromwich Albion ,0,1,2,5,0.2,2,0,0,37,0.86,2,11,0.45,2,0.5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,20,Dele Alli,0,0,1,8,0.5,67',F,7.2,Tottenham Hotspur,West Bromwich Albion ,0,1,0,2,0.5,0,0,0,30,0.75,2,0,0,2,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,10,Matt Phillips,0,0,1,7,0.71,90',M,7.2,West Bromwich Albion,West Bromwich Albion ,0,0,0,1,1.0,3,0,1,4,0.66,2,8,0.38,2,0.0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,6,Davinson Sánchez,0,0,0,3,0.67,90',D,7.0,Tottenham Hotspur,West Bromwich Albion ,0,0,0,0,0,9,0,0,55,0.91,1,0,0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,10,Harry Kane,0,0,0,9,0.67,90',F,7.0,Tottenham Hotspur,West Bromwich Albion ,1,3,0,2,0.5,2,0,0,20,0.66,0,0,0,4,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West Bromwich Albion - Tottenham Hotspur,1-0,11,Chris Brunt,0,0,1,9,0.56,90',M,7.0,West Bromwich Albion,West Bromwich Albion ,0,2,0,0,0,3,2,0,25,0.73,0,2,0.5,10,0.6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West Bromwich Albion - Tottenham Hotspur,1-0,20,Grzegorz Krychowiak,0,0,1,1,1.0,3',M,6.9,West Bromwich Albion,West Bromwich Albion ,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,4,Toby Alderweireld,0,0,2,7,0.29,90',D,6.9,Tottenham Hotspur,West Bromwich Albion ,0,0,0,0,0,2,0,0,65,0.87,0,3,0.67,13,0.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,8,Jake Livermore,1,0,1,9,0.22,90',M,6.9,West Bromwich Albion,West Bromwich Albion ,1,0,1,1,0.0,4,0,2,14,0.63,0,0,0,5,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,3,Kieran Gibbs,0,0,1,8,0.38,90',D,6.9,West Bromwich Albion,West Bromwich Albion ,0,0,0,1,1.0,3,0,1,10,0.66,0,1,1.0,4,0.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,11,Érik Lamela,0,0,4,14,0.64,78',F,6.8,Tottenham Hotspur,West Bromwich Albion ,0,0,0,3,0.33,0,0,1,29,0.80,1,1,0.0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West Bromwich Albion - Tottenham Hotspur,1-0,22,Nacer Chadli,0,0,0,1,1.0,11',M,6.7,West Bromwich Albion,West Bromwich Albion ,0,0,0,1,1.0,0,0,0,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,5,Jan Vertonghen,0,0,0,8,0.25,85',D,6.7,Tottenham Hotspur,West Bromwich Albion ,0,0,0,0,0,3,0,0,65,0.84,0,0,0,10,0.6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,18,Fernando Llorente,0,0,0,6,0.33,5',F,6.7,Tottenham Hotspur,West Bromwich Albion ,1,0,0,0,0,0,0,0,2,0.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,7,Heung-Min Son,0,0,0,0,0,23',M,6.6,Tottenham Hotspur,West Bromwich Albion ,1,0,0,0,0,0,0,0,8,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,19,Jay Rodriguez,0,0,1,14,0.43,79',F,6.5,West Bromwich Albion,West Bromwich Albion ,0,0,0,3,0.33,0,0,2,8,0.57,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,14,James McClean,0,0,2,10,0.2,87',M,6.4,West Bromwich Albion,West Bromwich Albion ,0,0,1,1,0.0,1,2,2,4,0.50,1,2,0.5,2,0.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,15,Daniel Sturridge,0,0,0,3,0.33,16',F,6.4,West Bromwich Albion,West Bromwich Albion ,0,0,0,1,0.0,0,0,0,0,0.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,1,Hugo Lloris,0,0,0,0,0,90',G,6.4,Tottenham Hotspur,West Bromwich Albion ,0,0,0,0,0,2,0,0,16,0.84,0,0,0,10,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,27,Lucas Moura,0,0,0,6,0.5,12',M,6.3,Tottenham Hotspur,West Bromwich Albion ,0,0,0,2,0.5,0,0,0,2,0.50,0,0,0,1,1.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,12,Victor Wanyama,0,0,1,17,0.35,90',M,6.3,Tottenham Hotspur,West Bromwich Albion ,1,1,0,2,1.0,1,0,5,52,0.85,0,1,0.0,5,0.8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Tottenham Hotspur,1-0,9,Salomón Rondón,0,0,0,19,0.58,74',F,6.3,West Bromwich Albion,West Bromwich Albion ,0,0,0,1,1.0,0,1,1,6,0.37,1,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stoke City - Watford,0-0,17,Ryan Shawcross,0,0,1,21,0.62,90',D,7.7,Stoke City,Pareggio,1,0,2,0,0,11,0,0,12,0.42,0,0,0,7,0.29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoke City - Watford,0-0,30,Orestis Karnezis,0,0,0,2,1.0,90',G,7.5,Watford,Pareggio,0,0,0,0,0,4,0,0,11,0.35,0,0,0,29,0.31,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Stoke City - Watford,0-0,1,Jack Butland,0,0,0,0,0,90',G,7.4,Stoke City,Pareggio,0,0,0,0,0,2,0,0,14,0.50,0,0,0,24,0.42,0,0,0,0,1,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Stoke City - Watford,0-0,3,Erik Pieters,0,0,1,11,0.45,90',D,7.4,Stoke City,Pareggio,0,0,1,0,0,5,1,1,18,0.66,0,3,0.0,8,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoke City - Watford,0-0,2,Moritz Bauer,0,0,3,11,0.73,90',D,7.3,Stoke City,Pareggio,0,0,0,0,0,5,2,0,11,0.52,0,3,0.33,6,0.33,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoke City - Watford,0-0,7,Gerard Deulofeu,0,0,1,10,0.6,88',F,7.3,Watford,Pareggio,0,0,0,4,1.0,1,1,3,10,0.55,3,3,0.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoke City - Watford,0-0,29,Étienne Capoue,0,0,3,15,0.6,90',M,7.3,Watford,Pareggio,0,0,0,0,0,6,3,1,29,0.70,0,0,0,7,0.71,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stoke City - Watford,0-0,5,Sebastian Prödl,0,0,2,12,0.75,90',D,7.3,Watford,Pareggio,1,0,0,0,0,4,1,0,15,0.57,0,0,0,14,0.43,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stoke City - Watford,0-0,6,Kurt Zouma,0,0,1,12,0.67,90',D,7.2,Stoke City,Pareggio,0,0,0,0,0,10,6,0,21,0.63,0,0,0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
