Partita,Risultato,Numero_maglia,Nome,Gol,Assist,Contrasti,Uno contro uno,Uno contro uno riusciti,Minuti giocati,Posizione,Valutazione,Squadra,Match_winner,Tiri in porta,Tiri fuori,Tiri bloccati,Dribbling tentati,Dribbling tentati riusciti,Salvataggi,Intercetti,Dribbling_subiti,Passaggi effettuati,Precisione_passaggi,Passaggi chiave,Cross,Cross prec.,Palle lunghe,Palle lunghe riusciti,Palle_perse,Falli subiti,Falli,Respinte,Uscite,Vincenti,Duelli di testa vinti,Parate da dentro l'area,Salvataggio sulla linea di porta,Rigori parati,Grossa occasione da rete creata,Autogol,Errore che ha portato al tiro,Falli da rigore commessi,Errori che hanno portato al gol,Rigori sbagliati,Fallo su ultimo uomo,Pali e traverse,Grande occasione da rete mancata,Rigori conquistati 
Hull City - Watford,2-0,7,Nordin Amrabat,0,0,1,7,0.71,67',M,6.7,Watford,Hull City ,0,0,0,3,1.0,0,0,0,16,0.84,1,5,0.2,1,1.0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,33,Stefano Okaka,0,0,0,1,1.0,17',F,6.7,Watford,Hull City ,0,0,0,0,0,0,0,0,8,0.57,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,18,Camilo Zúñiga,0,0,0,0,0,3',D,6.6,Watford,Hull City ,0,0,0,0,0,0,0,0,8,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,10,Isaac Success,0,0,0,3,0.0,23',F,6.5,Watford,Hull City ,0,0,0,1,0.0,0,0,0,3,0.60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,8,Tom Huddlestone,0,0,0,0,0,8',M,6.5,Hull City,Hull City ,0,0,0,0,0,0,0,0,4,0.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,22,Daryl Janmaat,0,0,2,6,0.33,90',D,6.3,Watford,Hull City ,0,0,1,0,0,0,0,1,46,0.83,0,3,0.33,4,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,1,Heurelho Gomes,0,0,0,0,0,90',G,6.3,Watford,Hull City ,0,0,0,0,0,1,0,0,23,0.88,0,0,0,4,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,40,Evandro,0,0,1,10,0.3,45',M,6.2,Hull City,Hull City ,0,0,0,2,0.5,0,1,1,7,0.41,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,21,M'Baye Niang,0,0,1,17,0.41,90',M,5.7,Watford,Hull City ,0,1,0,3,0.33,0,1,2,33,0.80,0,1,0.0,3,0.67,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,24,Oumar Niasse,0,0,0,1,0.0,25',F,4.4,Hull City,Hull City ,0,0,0,0,0,1,0,0,3,0.50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hull City - Watford,2-0,21,Michael Dawson,0,0,0,1,1.0,1',D,–,Hull City,Hull City ,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,7,Alexis Sánchez,1,0,3,17,0.35,89',F,7.9,Arsenal, Arsenal,2,0,0,3,0.0,0,2,0,35,0.70,2,1,1.0,5,0.8,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,10,Álvaro Negredo,1,0,1,15,0.6,90',F,7.6,Middlesbrough, Arsenal,2,1,0,0,0,0,0,0,18,0.66,0,0,0,2,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,11,Mesut Özil,1,0,4,11,0.45,89',F,7.4,Arsenal, Arsenal,1,0,0,2,0.0,0,0,1,43,0.93,0,4,0.5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,19,Stewart Downing,0,1,1,7,0.43,90',F,7.4,Middlesbrough, Arsenal,0,1,0,1,1.0,0,2,1,19,0.73,2,10,0.3,2,1.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,29,Granit Xhaka,0,0,1,14,0.5,90',M,7.2,Arsenal, Arsenal,0,0,0,1,1.0,1,1,2,84,0.90,1,0,0,8,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,4,Daniel Ayala,0,0,0,11,0.64,90',D,7.1,Middlesbrough, Arsenal,2,1,1,0,0,5,2,0,21,0.70,0,0,0,5,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Middlesbrough - Arsenal,1-2,2,Fábio,0,0,2,5,1.0,17',D,7.1,Middlesbrough, Arsenal,0,0,0,1,1.0,1,0,0,6,0.85,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,12,Olivier Giroud,0,0,0,12,0.58,90',F,7.1,Arsenal, Arsenal,0,2,1,0,0,1,1,0,22,0.75,1,0,0,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,6,Laurent Koscielny,0,0,0,6,0.5,90',D,7.0,Arsenal, Arsenal,0,0,0,0,0,7,4,0,48,0.85,0,0,0,9,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,17,Antonio Barragán,0,0,3,8,0.75,90',D,7.0,Middlesbrough, Arsenal,0,0,2,0,0,2,1,0,26,0.70,0,3,0.0,5,0.4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,16,Rob Holding,0,0,1,8,0.5,90',D,6.9,Arsenal, Arsenal,0,0,1,1,1.0,5,0,0,42,0.85,1,0,0,6,0.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,33,Petr Čech,0,0,0,1,1.0,90',G,6.9,Arsenal, Arsenal,0,0,0,0,0,4,0,0,11,0.45,0,0,0,21,0.38,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,6,Ben Gibson,0,0,0,2,0.0,90',D,6.8,Middlesbrough, Arsenal,1,0,1,0,0,3,2,0,16,0.69,0,0,0,7,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,8,Adam Clayton,0,0,3,17,0.47,90',M,6.8,Middlesbrough, Arsenal,0,0,0,1,1.0,1,1,0,29,0.85,2,2,0.5,4,0.5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,15,Alex Oxlade-Chamberlain,0,0,2,20,0.5,90',M,6.8,Arsenal, Arsenal,1,1,0,6,0.67,5,0,2,42,0.87,0,9,0.22,4,0.75,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Middlesbrough - Arsenal,1-2,21,Gastón Ramírez,0,0,1,19,0.37,68',F,6.7,Middlesbrough, Arsenal,0,0,0,7,0.71,0,2,2,14,0.77,1,2,0.5,3,0.33,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,3,George Friend,0,0,2,12,0.67,73',D,6.7,Middlesbrough, Arsenal,0,0,0,3,0.67,4,1,2,17,0.65,1,2,0.0,7,0.29,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,7,Grant Leadbitter,0,0,2,6,0.5,90',M,6.7,Middlesbrough, Arsenal,0,2,0,0,0,0,3,1,15,0.62,0,1,0.0,5,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,5,Gabriel Paulista,0,0,1,16,0.56,90',D,6.6,Arsenal, Arsenal,0,1,0,2,1.0,5,0,3,61,0.83,0,0,0,5,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,29,Rudy Gestede,0,0,0,5,0.6,11',F,6.6,Middlesbrough, Arsenal,0,0,0,0,0,0,0,0,4,0.57,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,18,Nacho Monreal,0,0,5,12,0.58,90',M,6.6,Arsenal, Arsenal,0,0,0,0,0,4,2,0,40,0.88,0,4,0.0,1,0.0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,12,Brad Guzan,0,0,0,1,1.0,90',G,6.6,Middlesbrough, Arsenal,0,0,0,0,0,2,0,0,19,0.59,0,0,0,28,0.54,0,0,0,1,1,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,37,Adama Traoré,0,0,0,10,0.4,22',M,6.5,Middlesbrough, Arsenal,0,0,0,5,0.6,0,0,0,2,0.66,0,2,0.0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,8,Aaron Ramsey,0,1,1,12,0.17,90',M,6.4,Arsenal, Arsenal,0,0,0,1,0.0,2,2,4,61,0.91,2,1,0.0,2,0.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,14,Marten de Roon,0,0,3,13,0.38,79',M,6.1,Middlesbrough, Arsenal,0,1,0,0,0,2,0,2,10,0.71,0,0,0,1,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,24,Héctor Bellerín,0,0,0,0,0,1',D,–,Arsenal, Arsenal,0,0,0,0,0,0,0,0,2,0.66,1,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Middlesbrough - Arsenal,1-2,34,Francis Coquelin,0,0,1,2,0.5,1',M,–,Arsenal, Arsenal,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,13,Thibaut Courtois,0,0,0,1,1.0,90',G,7.9,Chelsea,Chelsea ,0,0,0,0,0,5,0,0,25,0.59,0,0,0,29,0.41,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,7,N'Golo Kanté,0,0,6,9,0.78,90',M,7.7,Chelsea,Chelsea ,0,0,0,0,0,0,4,0,27,0.81,1,0,0,1,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,10,Eden Hazard,1,0,0,15,0.6,89',F,7.7,Chelsea,Chelsea ,2,0,0,6,0.67,0,1,0,19,0.73,0,1,0.0,1,0.0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chelsea - Manchester United,1-0,2,Antonio Rüdiger,0,0,3,7,0.71,90',D,7.6,Chelsea,Chelsea ,0,0,2,0,0,8,0,0,24,0.85,0,0,0,4,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,31,Nemanja Matić,0,0,0,8,0.5,90',M,7.5,Manchester United,Chelsea ,1,2,1,2,1.0,1,0,0,61,0.83,2,0,0,5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,24,Gary Cahill,0,0,2,7,0.86,90',D,7.5,Chelsea,Chelsea ,0,1,1,0,0,8,0,0,19,0.90,0,0,0,3,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,28,César Azpilicueta,0,0,2,6,0.67,90',D,7.4,Chelsea,Chelsea ,0,0,1,1,0.0,4,5,0,17,0.81,0,0,0,6,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,25,Antonio Valencia,0,0,4,9,0.67,90',D,7.4,Manchester United,Chelsea ,0,0,0,1,1.0,0,2,0,50,0.84,2,4,0.5,4,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,11,Anthony Martial,0,0,0,1,1.0,17',F,7.3,Manchester United,Chelsea ,1,0,0,1,1.0,0,0,0,12,0.92,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,18,Ashley Young,0,0,3,8,0.88,90',D,7.3,Manchester United,Chelsea ,0,0,0,1,1.0,1,1,0,63,0.87,2,8,0.25,6,0.17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,21,Ander Herrera,0,0,1,10,0.4,90',M,7.2,Manchester United,Chelsea ,0,1,1,1,1.0,1,3,3,86,0.94,2,0,0,4,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,12,Chris Smalling,0,0,3,16,0.75,90',D,7.1,Manchester United,Chelsea ,0,0,0,0,0,3,2,0,36,0.85,0,0,0,2,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,1,David De Gea,0,0,0,0,0,90',G,6.8,Manchester United,Chelsea ,0,0,0,0,0,2,0,0,14,0.82,0,0,0,7,0.57,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,7,Alexis Sánchez,0,0,1,15,0.13,90',F,6.8,Manchester United,Chelsea ,0,2,0,4,0.0,0,0,0,25,0.80,4,7,0.43,1,1.0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,8,Juan Mata,0,0,0,0,0,3',M,6.8,Manchester United,Chelsea ,0,0,0,0,0,1,1,0,7,0.87,0,1,0.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,4,Cesc Fàbregas,0,0,3,11,0.45,90',M,6.8,Chelsea,Chelsea ,0,0,0,1,1.0,4,1,1,33,0.84,1,3,0.33,5,0.4,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,6,Paul Pogba,0,0,1,11,0.55,90',M,6.7,Manchester United,Chelsea ,0,2,0,3,0.67,0,0,0,64,0.88,1,0,0,7,0.86,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chelsea - Manchester United,1-0,14,Jesse Lingard,0,0,1,10,0.2,73',M,6.6,Manchester United,Chelsea ,0,0,0,0,0,0,1,1,33,0.94,1,1,0.0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,9,Romelu Lukaku,0,0,0,3,0.67,17',F,6.6,Manchester United,Chelsea ,0,0,0,0,0,0,0,0,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,19,Marcus Rashford,0,0,1,10,0.3,73',F,6.5,Manchester United,Chelsea ,2,1,0,3,0.0,0,0,1,19,0.90,1,9,0.22,1,0.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chelsea - Manchester United,1-0,14,Tiemoué Bakayoko,0,0,0,10,0.4,90',M,6.5,Chelsea,Chelsea ,0,0,0,1,0.0,0,1,2,19,0.70,1,0,0,1,1.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,3,Marcos Alonso,0,0,4,13,0.54,90',M,6.5,Chelsea,Chelsea ,1,0,0,1,0.0,2,0,2,22,0.81,0,1,0.0,5,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chelsea - Manchester United,1-0,18,Olivier Giroud,0,0,0,20,0.35,89',F,6.5,Chelsea,Chelsea ,0,0,0,0,0,3,0,0,9,0.40,1,0,0,2,0.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,15,Victor Moses,0,0,2,12,0.42,90',M,6.4,Chelsea,Chelsea ,0,0,0,2,0.5,3,0,3,8,0.66,0,0,0,5,0.4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,4,Phil Jones,0,0,0,12,0.33,87',D,6.0,Manchester United,Chelsea ,1,1,0,1,0.0,1,2,1,44,0.93,0,0,0,2,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chelsea - Manchester United,1-0,9,Álvaro Morata,0,0,0,2,0.0,1',F,–,Chelsea,Chelsea ,0,0,0,0,0,0,0,0,1,0.50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea - Manchester United,1-0,22,Willian,0,0,0,0,0,1',M,–,Chelsea,Chelsea ,0,0,0,0,0,0,0,0,3,0.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,7,James Milner,0,0,1,7,0.86,90',M,8.0,Liverpool,Pareggio,0,1,0,4,1.0,1,3,0,62,0.84,2,6,0.33,8,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,9,Salomón Rondón,1,0,2,19,0.47,90',F,7.8,West Bromwich Albion,Pareggio,3,0,0,1,0.0,0,1,0,13,0.65,1,4,0.5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,11,Mohamed Salah,1,0,0,8,0.62,84',F,7.7,Liverpool,Pareggio,1,1,0,4,0.75,0,0,0,17,0.63,0,2,0.5,1,1.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,10,Matt Phillips,0,0,3,16,0.75,90',M,7.5,West Bromwich Albion,Pareggio,1,0,0,6,1.0,0,2,1,18,0.62,1,9,0.11,3,0.33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,11,Chris Brunt,0,1,0,4,0.25,90',M,7.5,West Bromwich Albion,Pareggio,0,1,0,1,1.0,0,2,3,35,0.74,2,8,0.75,9,0.33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,4,Virgil van Dijk,0,0,1,9,0.67,90',D,7.1,Liverpool,Pareggio,0,0,1,0,0,12,1,0,75,0.89,0,0,0,8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,28,Danny Ings,1,0,2,9,0.33,66',F,7.1,Liverpool,Pareggio,2,1,0,1,0.0,0,0,0,7,0.63,0,0,0,2,0.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
West Bromwich Albion - Liverpool,2-2,17,Ragnar Klavan,0,0,3,12,0.67,90',D,7.1,Liverpool,Pareggio,0,0,0,0,0,10,0,1,77,0.89,0,0,0,4,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,19,Sadio Mané,0,0,2,12,0.58,66',F,7.0,Liverpool,Pareggio,0,0,0,2,0.5,0,0,1,24,0.77,1,0,0,3,1.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,5,Georginio Wijnaldum,0,1,2,9,0.56,90',M,7.0,Liverpool,Pareggio,0,0,0,3,0.67,0,1,1,40,0.93,1,0,0,4,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,21,Alex Oxlade-Chamberlain,0,1,0,5,0.4,24',M,6.9,Liverpool,Pareggio,0,0,0,2,0.5,0,0,0,7,1,3,3,0.33,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,2,Allan Nyom,0,0,2,10,0.6,90',D,6.8,West Bromwich Albion,Pareggio,0,1,1,2,0.5,5,0,0,35,0.85,0,1,0.0,3,0.67,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,8,Jake Livermore,1,0,1,9,0.33,90',M,6.8,West Bromwich Albion,Pareggio,1,0,1,2,1.0,0,0,3,31,0.79,1,1,1.0,2,0.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,17,Oliver Burke,0,0,0,2,1.0,14',M,6.7,West Bromwich Albion,Pareggio,0,0,0,1,1.0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,1,Loris Karius,0,0,0,0,0,90',G,6.7,Liverpool,Pareggio,0,0,0,0,0,4,0,0,26,0.81,0,0,0,12,0.5,0,0,0,0,1,1.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,3,Kieran Gibbs,0,0,1,5,0.6,76',D,6.7,West Bromwich Albion,Pareggio,0,0,0,0,0,2,2,0,18,0.90,0,1,0.0,3,0.67,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,9,Roberto Firmino,0,0,1,5,0.4,24',F,6.6,Liverpool,Pareggio,0,1,0,0,0,0,0,3,9,0.81,0,0,0,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,25,Craig Dawson,0,0,2,9,0.44,90',D,6.6,West Bromwich Albion,Pareggio,1,1,0,0,0,5,2,0,27,0.67,0,0,0,13,0.31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,14,Jordan Henderson,0,0,0,6,0.33,90',M,6.6,Liverpool,Pareggio,0,0,0,0,0,0,2,3,63,0.87,0,0,0,11,0.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,14,James McClean,0,0,2,7,0.29,71',M,6.5,West Bromwich Albion,Pareggio,0,2,0,0,0,1,2,3,13,0.92,0,5,0.0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,26,Ahmed Hegazy,0,0,0,5,0.6,90',D,6.3,West Bromwich Albion,Pareggio,0,1,0,0,0,4,2,1,17,0.70,0,0,0,7,0.14,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,19,Jay Rodriguez,0,0,0,8,0.12,89',F,6.3,West Bromwich Albion,Pareggio,0,0,0,1,0.0,2,0,2,12,0.48,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,12,Joe Gomez,0,0,0,6,0.33,90',D,6.2,Liverpool,Pareggio,0,0,0,2,0.5,4,0,1,52,0.83,1,1,0.0,7,0.29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,6,Jonny Evans,0,0,1,2,0.5,19',D,6.2,West Bromwich Albion,Pareggio,0,0,0,0,0,0,0,0,6,0.60,0,0,0,3,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,1,Ben Foster,0,0,0,0,0,90',G,6.2,West Bromwich Albion,Pareggio,0,0,0,0,0,1,0,0,12,0.40,0,0,0,25,0.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,18,Alberto Moreno,0,0,0,7,0.14,90',D,6.1,Liverpool,Pareggio,0,0,0,1,1.0,4,0,1,34,0.77,0,1,0.0,5,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,6,Dejan Lovren,0,0,0,1,0.0,6',D,5.8,Liverpool,Pareggio,0,0,0,0,0,1,0,0,1,0.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
West Bromwich Albion - Liverpool,2-2,4,Hal Robson-Kanu,0,0,0,0,0,1',F,–,West Bromwich Albion,Pareggio,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,25,Fernandinho,0,0,3,15,0.53,90',M,7.8,Manchester City, Manchester City,0,1,1,0,0,6,0,1,72,0.85,1,1,0.0,6,0.83,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,3,Danilo,0,0,6,15,0.73,90',D,7.6,Manchester City, Manchester City,0,1,0,3,0.33,3,1,0,69,0.89,0,2,0.0,4,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,6,Wesley Hoedt,0,0,2,6,0.67,90',D,7.5,Southampton, Manchester City,0,2,2,1,1.0,8,0,1,13,0.59,1,1,1.0,10,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Southampton - Manchester City,0-1,5,John Stones,0,0,0,9,0.67,90',D,7.5,Manchester City, Manchester City,1,0,0,1,1.0,6,1,0,70,0.93,0,0,0,9,0.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,19,Leroy Sané,0,0,2,15,0.67,90',F,7.4,Manchester City, Manchester City,0,0,0,5,1.0,1,0,0,31,0.83,1,7,0.0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,33,Gabriel Jesus,1,0,0,4,0.5,31',F,7.2,Manchester City, Manchester City,1,0,0,2,0.5,1,0,0,4,0.66,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southampton - Manchester City,0-1,5,Jack Stephens,0,0,1,7,0.57,90',D,7.2,Southampton, Manchester City,1,0,2,1,1.0,4,2,1,13,0.61,0,0,0,4,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
